disc_year,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,pl_ratror,st_teff,sy_dist
2016,0,0,0,1,0,0,0,0,0,0,9.47850818,,,,,,,,6019,1575.2
2016,0,0,0,1,0,0,0,0,0,0,9.47829613,,,,,,,,6019,1575.2
2016,0,0,0,1,0,0,0,0,0,0,9.478522,0.0905,1.43,,0,192.33,950,0.0121,6224,1575.2
2016,0,0,0,1,0,0,0,0,0,0,9.478522,0.0905,1.43,,0,192.33,950,0.0121,6224,1575.2
2016,0,0,0,1,0,0,0,0,0,0,9.478522,0.0905,1.43,,0,192.33,950,0.0121,6224,1575.2
2016,0,0,0,1,0,0,0,0,0,0,,,2.291,,,464.77,,,6255,1575.2
2021,0,0,0,1,0,0,0,0,0,0,29.9686052,0.1949,2,,0,41.47,647,0.01691,6224,1575.2
2021,0,0,0,1,0,0,0,0,0,0,29.9686052,0.1949,2,,0,41.47,647,0.01691,6224,1575.2
2021,0,0,0,1,0,0,0,0,0,0,29.9686052,0.1949,2,,0,41.47,647,0.01691,6224,1575.2
2021,0,0,0,1,0,0,0,0,0,0,29.96870041,,3.361,,,,,,6249,1575.2
2021,0,0,0,1,0,0,0,0,0,0,29.9685917,,,,,,,,6019,1575.2
2021,0,0,0,1,0,0,0,0,0,0,29.96819,0.196,2.02,,0,,628,0.01801,6225,1575.2
2021,0,0,0,1,0,0,0,0,0,0,29.9685917,0.1969,1.91,,0,40.76,644,0.01626,6249,1575.2
2021,0,0,0,1,0,0,0,0,0,0,29.9686205,,,,,,,,6019,1575.2
2016,0,0,0,1,0,0,0,0,0,0,33.2406882,0.1957,1.94,,0,23.76,563,0.01752,5605,634.906
2016,0,0,0,1,0,0,0,0,0,0,33.24097603,,,,,,,,5392.42,634.906
2016,0,0,0,1,0,0,0,0,0,0,33.2407985,0.1975,1.51,,0,13.17,486,0.01668,5382,634.906
2016,0,0,0,1,0,0,0,0,0,0,33.2407985,,,,,,,,5392.42,634.906
2016,0,0,0,1,0,0,0,0,0,0,,,1.557,,,14.19,,,5388,634.906
2016,0,0,0,1,0,0,0,0,0,0,33.2406882,,1.69,,,,,0.01752,5446,634.906
2016,0,0,0,1,0,0,0,0,0,0,33.2406882,0.1957,1.94,,0,23.76,563,0.01752,5605,634.906
2016,0,0,0,1,0,0,0,0,0,0,33.24201,0.192,2.2,,0,,559,0.02,5560,634.906
2016,0,0,0,1,0,0,0,0,0,0,33.24044781,,,,,,,,5392.42,634.906
2016,0,0,0,1,0,0,0,0,0,0,33.2406882,0.1957,1.94,,0,23.76,563,0.01752,5605,634.906
2016,0,0,0,1,0,0,0,0,0,0,1.00393374,0.0175,1.7,,0,962.58,1421,0.02103,4949,820.905
2016,0,0,0,1,0,0,0,0,0,0,1.00393374,,1.71,,,,,0.02103,4971,820.905
2016,0,0,0,1,0,0,0,0,0,0,1.0039317,,,,,,,,4806,820.905
2016,0,0,0,1,0,0,0,0,0,0,,,1.659,,,1039.7,,,4951,820.905
2016,0,0,0,1,0,0,0,0,0,0,1.003965,0.019,2.07,,0,,1429,0.0218,4778,820.905
2016,0,0,0,1,0,0,0,0,0,0,1.003936,,,,,,,,4806,820.905
2016,0,0,0,1,0,0,0,0,0,0,1.0039317,0.0175,1.6,,0,962.58,1419,0.01977,4949,820.905
2016,0,0,0,1,0,0,0,0,0,0,1.00393374,0.0175,1.7,,0,962.58,1421,0.02103,4949,820.905
2016,0,0,0,1,0,0,0,0,0,0,1.00393374,0.0175,1.7,,0,962.58,1421,0.02103,4949,820.905
2016,0,0,0,1,0,0,0,0,0,0,55.8228,0.267,2.2,,0,,371,0.028,5159,752.666
2016,0,0,0,1,0,0,0,0,0,0,55.8224775,0.2663,2.13,,0,4.85,379,0.02649,5162,752.666
2016,0,0,0,1,0,0,0,0,0,0,55.8226539,,2.5,,,,,0.02752,5157,752.666
2016,0,0,0,1,0,0,0,0,0,0,,,1.953,,,4.11,,,5165,752.666
2016,0,0,0,1,0,0,0,0,0,0,55.8226539,0.2661,2.21,,0,4.89,379,0.02752,5167,752.666
2016,0,0,0,1,0,0,0,0,0,0,55.8226539,0.2661,2.21,,0,4.89,379,0.02752,5167,752.666
2016,0,0,0,1,0,0,0,0,0,0,55.82222394,,,,,,,,4934.58,752.666
2016,0,0,0,1,0,0,0,0,0,0,55.8224422,,,,,,,,4934.58,752.666
2016,0,0,0,1,0,0,0,0,0,0,55.8226539,0.2661,2.21,,0,4.89,379,0.02752,5167,752.666
2016,0,0,0,1,0,0,0,0,0,0,55.8224775,,,,,,,,4934.58,752.666
2016,0,0,0,1,0,0,0,0,0,0,,,0.944,,,348.05,,,6028,522.823
2016,0,0,0,1,0,0,0,0,0,0,6.11014294,,,,,,,,5959.63,522.823
2016,0,0,0,1,0,0,0,0,0,0,6.11009134,,0.94,,,,,0.00732,6191,522.823
2016,0,0,0,1,0,0,0,0,0,0,6.11009134,0.0681,0.99,,0,376.57,1123,0.00732,5971,522.823
2016,0,0,0,1,0,0,0,0,0,0,6.11009134,0.0681,0.99,,0,376.57,1123,0.00732,5971,522.823
2016,0,0,0,1,0,0,0,0,0,0,6.11010439,,,,,,,,5959.63,522.823
2016,0,0,0,1,0,0,0,0,0,0,6.11009134,0.0681,0.99,,0,376.57,1123,0.00732,5971,522.823
2016,0,0,0,1,0,0,0,0,0,0,6.110122,0.067,1.04,,0,,1153,0.00793,6162,522.823
2016,0,0,0,1,0,0,0,0,0,0,6.11010439,0.0709,0.93,,0,378.84,1125,0.00712,6213,522.823
2014,0,0,0,1,0,0,0,0,0,0,18.79590048,0.1473,6.04,,0,100.91,808,0.04678,6466,1455.57
2014,0,0,0,1,0,0,0,0,0,0,,,8.504,,,157.54,,,6085,1455.57
2014,0,0,0,1,0,0,0,0,0,0,18.79590048,0.1473,6.04,,0,100.91,808,0.04678,6466,1455.57
2014,0,0,0,1,0,0,0,0,0,0,18.79590048,0.1473,6.04,,0,100.91,808,0.04678,6466,1455.57
2014,0,0,0,1,0,0,0,0,0,0,18.79591276,,,,,,,,6100.39,1455.57
2014,0,0,0,1,0,0,0,0,0,0,18.79591276,0.1431,7.39,,0,124.64,852,0.04811,6163,1455.57
2014,0,0,0,1,0,0,0,0,0,0,18.79590048,,6.65,,,,,0.04678,6170,1455.57
2014,0,0,0,1,0,0,0,0,0,0,50.790364,,,,,,,0.07158,6100.39,1455.57
2014,0,0,0,1,0,0,0,0,0,0,18.7959228,0.1445,8.059,29.875,0.0493,,984,0.0463,6150,1455.57
2014,0,0,0,1,0,0,0,0,0,0,18.795909,0.146,5.74,,0,,792,0.0463,6438,1455.57
2014,0,0,0,1,0,0,0,0,0,0,18.79593028,,,,,,,,6100.39,1455.57
2014,0,0,0,1,0,0,0,0,0,0,18.79587256,,,,,,,,6100.39,1455.57
2014,0,0,0,1,0,0,0,0,0,0,18.795952,0.148,7.81,,,,,,6169,1455.57
2014,1,0,0,1,0,0,0,0,0,0,50.79034619,,9.94,,,,,0.07092,6170,1455.57
2014,1,0,0,1,0,0,0,0,0,0,50.79034648,0.2776,10.6,,0,33.12,612,0.06907,6163,1455.57
2014,1,0,0,1,0,0,0,0,0,0,50.7903912,,,,,,,,6100.39,1455.57
2014,1,0,0,1,0,0,0,0,0,0,50.79035891,,,,,,,,6100.39,1455.57
2014,1,0,0,1,0,0,0,0,0,0,50.790391,0.2804,12.341,584.78,0.0323,,704,0.07052,6150,1455.57
2014,1,0,0,1,0,0,0,0,0,0,50.79034619,0.2858,9.16,,0,26.8,580,0.07092,6466,1455.57
2014,1,0,0,1,0,0,0,0,0,0,50.79034619,0.2858,9.16,,0,26.8,580,0.07092,6466,1455.57
2014,1,0,0,1,0,0,0,0,0,0,50.79034648,,,,,,,,6100.39,1455.57
2014,1,0,0,1,0,0,0,0,0,0,,,12.209,,,41.86,,,6085,1455.57
2014,1,0,0,1,0,0,0,0,0,0,50.79034619,0.2858,9.16,,0,26.8,580,0.07092,6466,1455.57
2014,1,0,0,1,0,0,0,0,0,0,50.790563,0.284,8.75,,0,,568,0.07058,6438,1455.57
2014,1,0,0,1,0,0,0,0,0,0,50.790412,0.287,11.3,,,,,,6169,1455.57
2016,0,0,0,1,0,0,0,0,0,0,,,2.712,,,69.54,,,5262,1050.45
2016,0,0,0,1,0,0,0,0,0,0,9.98969327,0.0882,2.6,,0,58.03,704,0.02931,5256,1050.45
2016,0,0,0,1,0,0,0,0,0,0,9.98969327,0.0882,2.6,,0,58.03,704,0.02931,5256,1050.45
2016,0,0,0,1,0,0,0,0,0,0,9.98965,0.088,2.4,,0,,646,0.0299,5065,1050.45
2016,0,0,0,1,0,0,0,0,0,0,9.98969327,,2.41,,,,,0.02931,5069,1050.45
2016,0,0,0,1,0,0,0,0,0,0,9.98962569,,,,,,,,5004,1050.45
2016,0,0,0,1,0,0,0,0,0,0,9.98970266,0.088,2.48,,0,58.26,705,0.02807,5265,1050.45
2016,0,0,0,1,0,0,0,0,0,0,9.98970266,,,,,,,,5004,1050.45
2016,0,0,0,1,0,0,0,0,0,0,9.98973387,,,,,,,,5004,1050.45
2016,0,0,0,1,0,0,0,0,0,0,9.98969327,0.0882,2.6,,0,58.03,704,0.02931,5256,1050.45
2016,0,0,0,1,0,0,0,0,0,0,1.44259231,,,,,,,,7014,573
2016,0,0,0,1,0,0,0,0,0,0,1.44259054,,,,,,,,7014,573
2016,0,0,0,1,0,0,0,0,0,0,,,2.395,,,10171,,,7225,573
2016,0,0,0,1,0,0,0,0,0,0,1.44259224,0.0284,2.73,,0,12557.23,2700,0.01226,7216,573
2016,0,0,0,1,0,0,0,0,0,0,1.44259224,0.0284,2.73,,0,12557.23,2700,0.01226,7216,573
2016,0,0,0,1,0,0,0,0,0,0,1.4425953,0.03,3.1,,0,,2745,0.0127,7222,573
2016,0,0,0,1,0,0,0,0,0,0,1.44259231,0.0284,2.67,,0,12557.23,2700,0.01198,7216,573
2016,0,0,0,1,0,0,0,0,0,0,1.44259224,,2.56,,,,,0.01226,7044,573
2016,0,0,0,1,0,0,0,0,0,0,1.44259224,0.0284,2.73,,0,12557.23,2700,0.01226,7216,573
2016,0,0,0,1,0,0,0,0,0,0,1.44259194,,,,,,,,7014,573
2016,0,0,0,1,0,0,0,0,0,0,26.0204423,0.1716,3.26,,0,27.91,586,0.0332,5806,1306.53
2016,0,0,0,1,0,0,0,0,0,0,26.0204423,,3.2,,,,,0.0332,5558,1306.53
2016,0,0,0,1,0,0,0,0,0,0,26.0203329,0.168,4.53,,0,49.09,675,0.03335,5624,1306.53
2016,0,0,0,1,0,0,0,0,0,0,,,3.313,,,26.36,,,5626,1306.53
2016,0,0,0,1,0,0,0,0,0,0,26.0204423,0.1716,3.26,,0,27.91,586,0.0332,5806,1306.53
2016,0,0,0,1,0,0,0,0,0,0,26.0204423,0.1716,3.26,,0,27.91,586,0.0332,5806,1306.53
2016,0,0,0,1,0,0,0,0,0,0,26.01879744,,,,,,,,5743.43,1306.53
2016,0,0,0,1,0,0,0,0,0,0,26.0203329,,,,,,,,5743.43,1306.53
2016,0,0,0,1,0,0,0,0,0,0,26.0206,0.171,2.4,,0,,475,0.0345,5571,1306.53
2016,0,0,0,1,0,0,0,0,0,0,26.02017992,,,,,,,,5743.43,1306.53
2016,0,0,0,1,0,0,0,0,0,0,0.7698541,0.015,0.84,,0,,1585,0.0103,5088,377.06
2016,0,0,0,1,0,0,0,0,0,0,0.7698536,0.0158,0.91,,0,1724.44,1643,0.01014,5178,377.06
2016,0,0,0,1,0,0,0,0,0,0,0.7698549,0.0157,0.93,,0,1756.8,1650,0.01035,5173,377.06
2016,0,0,0,1,0,0,0,0,0,0,0.7698536,0.0158,0.91,,0,1724.44,1643,0.01014,5178,377.06
2016,0,0,0,1,0,0,0,0,0,0,0.7698536,0.0158,0.91,,0,1724.44,1643,0.01014,5178,377.06
2016,0,0,0,1,0,0,0,0,0,0,0.7698549,,,,,,,,5084.02,377.06
2016,0,0,0,1,0,0,0,0,0,0,,,0.879,,,1462.1,,,5076,377.06
2016,0,0,0,1,0,0,0,0,0,0,0.7698536,,0.89,,,,,0.01014,5252,377.06
2016,0,0,0,1,0,0,0,0,0,0,0.76985446,,,,,,,,5084.02,377.06
2016,0,0,0,1,0,0,0,0,0,0,6.89226333,0.0732,2.13,,0,422.14,1156,0.01332,5862,1408.75
2016,0,0,0,1,0,0,0,0,0,0,6.89225,0.072,1.43,,0,,974,0.01368,6059,1408.75
2016,0,0,0,1,0,0,0,0,0,0,6.89226333,,,,,,,,5939,1408.75
2016,0,0,0,1,0,0,0,0,0,0,6.89223458,,,,,,,,5939,1408.75
2016,0,0,0,1,0,0,0,0,0,0,6.89225223,,1.59,,,,,0.01379,5936,1408.75
2016,0,0,0,1,0,0,0,0,0,0,6.89225223,0.0712,1.4,,0,202.71,962,0.01379,6046,1408.75
2016,0,0,0,1,0,0,0,0,0,0,6.89225223,0.0712,1.4,,0,202.71,962,0.01379,6046,1408.75
2016,0,0,0,1,0,0,0,0,0,0,,,2.614,,,641.81,,,5868,1408.75
2016,0,0,0,1,0,0,0,0,0,0,6.89225223,0.0712,1.4,,0,202.71,962,0.01379,6046,1408.75
2016,0,0,0,1,0,0,0,0,0,0,37.94563,0.2183,3.01,,0,16.76,516,0.03184,5870,1121.89
2016,0,0,0,1,0,0,0,0,0,0,37.94498797,,,,,,,,5473,1121.89
2016,0,0,0,1,0,0,0,0,0,0,37.9456138,,,,,,,,5473,1121.89
2016,0,0,0,1,0,0,0,0,0,0,37.94563,0.2183,3.01,,0,16.76,516,0.03184,5870,1121.89
2016,0,0,0,1,0,0,0,0,0,0,37.94563,,2.99,,,,,0.03184,5453,1121.89
2016,0,0,0,1,0,0,0,0,0,0,37.94523,0.221,3.5,,0,,520,0.0362,5866,1121.89
2016,0,0,0,1,0,0,0,0,0,0,37.94584397,,,,,,,,5473,1121.89
2016,0,0,0,1,0,0,0,0,0,0,37.94563,0.2183,3.01,,0,16.76,516,0.03184,5870,1121.89
2016,0,0,0,1,0,0,0,0,0,0,,,2.453,,,12.94,,,5865,1121.89
2016,0,0,0,1,0,0,0,0,0,0,37.9456138,0.2181,2.79,,0,16.61,515,0.0295,5861,1121.89
2016,0,0,0,1,0,0,0,0,0,0,24.1738244,0.1589,2.21,,0,29.69,595,0.0209,5468,864.699
2016,0,0,0,1,0,0,0,0,0,0,24.1738579,,2.45,,,,,0.02186,5844,864.699
2016,0,0,0,1,0,0,0,0,0,0,24.1738579,0.1557,1.9,,0,21.94,552,0.02186,5534,864.699
2016,0,0,0,1,0,0,0,0,0,0,,,2.068,,,26.09,,,5467,864.699
2016,0,0,0,1,0,0,0,0,0,0,24.17378515,,,,,,,,5593.23,864.699
2016,0,0,0,1,0,0,0,0,0,0,24.1738579,0.1557,1.9,,0,21.94,552,0.02186,5534,864.699
2016,0,0,0,1,0,0,0,0,0,0,24.1738244,,,,,,,,5593.23,864.699
2016,0,0,0,1,0,0,0,0,0,0,24.1738579,0.1557,1.9,,0,21.94,552,0.02186,5534,864.699
2016,0,0,0,1,0,0,0,0,0,0,24.17534,0.158,1.85,,0,,551,0.0212,5540,864.699
2016,0,0,0,1,0,0,0,0,0,0,106.247882,0.4301,2.01,,0,4.75,377,0.01889,5679,1299.97
2016,0,0,0,1,0,0,0,0,0,0,106.247547,,1.9,,,,,0.01824,5712,1299.97
2016,0,0,0,1,0,0,0,0,0,0,106.247882,,,,,,,,5643,1299.97
2016,0,0,0,1,0,0,0,0,0,0,106.2482704,,,,,,,,5643,1299.97
2016,0,0,0,1,0,0,0,0,0,0,106.247547,0.4383,1.99,,0,5.9,397,0.01824,5968,1299.97
2016,0,0,0,1,0,0,0,0,0,0,,,3.167,,,11.86,,,5674,1299.97
2016,0,0,0,1,0,0,0,0,0,0,106.247547,0.4383,1.99,,0,5.9,397,0.01824,5968,1299.97
2016,0,0,0,1,0,0,0,0,0,0,106.247547,0.4383,1.99,,0,5.9,397,0.01824,5968,1299.97
2016,0,0,0,1,0,0,0,0,0,0,106.2559996,,,,,,,,5643,1299.97
2016,0,0,0,1,0,0,0,0,0,0,106.249,0.439,2.2,,0,,397,0.01976,5952,1299.97
2016,0,0,0,1,0,0,0,0,0,0,31.8055128,,,,,,,,5084.79,482.287
2016,0,0,0,1,0,0,0,0,0,0,31.8055128,0.1596,0.63,,0,4.84,378,0.01102,4729,482.287
2016,0,0,0,1,0,0,0,0,0,0,31.80873536,,,,,,,,5084.79,482.287
2016,0,0,0,1,0,0,0,0,0,0,31.80634,,1.07,,,,,0.01278,4990,482.287
2016,0,0,0,1,0,0,0,0,0,0,31.80634,0.1596,0.73,,0,4.84,378,0.01278,4729,482.287
2016,0,0,0,1,0,0,0,0,0,0,,,1.379,,,23.24,,,4734,482.287
2016,0,0,0,1,0,0,0,0,0,0,31.80634,0.1596,0.73,,0,4.84,378,0.01278,4729,482.287
2016,0,0,0,1,0,0,0,0,0,0,31.80634,0.1596,0.73,,0,4.84,378,0.01278,4729,482.287
2016,0,0,0,1,0,0,0,0,0,0,2.685058,0.035,1.26,,0,,1129,0.014,5264,415.205
2016,0,0,0,1,0,0,0,0,0,0,2.68505445,0.0346,1.46,,0,395.08,1137,0.01608,5266,415.205
2016,0,0,0,1,0,0,0,0,0,0,2.68505749,0.0346,1.34,,0,395.08,1137,0.01485,5266,415.205
2016,0,0,0,1,0,0,0,0,0,0,2.68505749,0.0346,1.34,,0,395.08,1137,0.01485,5266,415.205
2016,0,0,0,1,0,0,0,0,0,0,2.68505683,,,,,,,,5207,415.205
2016,0,0,0,1,0,0,0,0,0,0,2.68505445,,,,,,,,5207,415.205
2016,0,0,0,1,0,0,0,0,0,0,,,1.307,,,288.57,,,5133,415.205
2016,0,0,0,1,0,0,0,0,0,0,2.68505749,0.0346,1.34,,0,395.08,1137,0.01485,5266,415.205
2016,0,0,0,1,0,0,0,0,0,0,2.68505749,,1.32,,,,,0.01485,5212,415.205
2014,0,0,0,1,0,0,0,0,0,0,7.51854537,0.0701,1.42,,0,89.41,784,0.01506,5064,574.228
2014,0,0,0,1,0,0,0,0,0,0,7.51866,0.069,1.3,,0,,775,0.01471,5181,574.228
2014,0,0,0,1,0,0,0,0,0,0,7.51849479,0.0715,1.67,,0,129.65,861,0.01566,5275,574.228
2014,0,0,0,1,0,0,0,0,0,0,7.51849479,,1.41,,,,,0.01566,5234,574.228
2014,0,0,0,1,0,0,0,0,0,0,,,1.343,,,79.75,,,5057,574.228
2014,0,0,0,1,0,0,0,0,0,0,7.51854537,,,,,,,,5109,574.228
2014,0,0,0,1,0,0,0,0,0,0,7.51849479,0.0715,1.67,,0,129.65,861,0.01566,5275,574.228
2014,0,0,0,1,0,0,0,0,0,0,7.51842012,,,,,,,,5109,574.228
2014,0,0,0,1,0,0,0,0,0,0,7.518496,0.073,1.96,,,,,,5274,574.228
2014,0,0,0,1,0,0,0,0,0,0,7.51849479,0.0715,1.67,,0,129.65,861,0.01566,5275,574.228
2014,0,0,0,1,0,0,0,0,0,0,20.17202467,,,,,,,,5109,574.228
2014,0,0,0,1,0,0,0,0,0,0,20.17202467,0.1353,6.24,,0,24,564,0.06614,5064,574.228
2014,0,0,0,1,0,0,0,0,0,0,20.17202773,,,,,,,,5109,574.228
2014,0,0,0,1,0,0,0,0,0,0,20.17202,0.141,7.68,,,,,,5274,574.228
2014,0,0,0,1,0,0,0,0,0,0,20.172011,0.133,6.1,,0,,558,0.0706,5181,574.228
2014,0,0,0,1,0,0,0,0,0,0,,,5.899,,,21.41,,,5057,574.228
2014,0,0,0,1,0,0,0,0,0,0,20.17202326,,,,,,,,5109,574.228
2014,0,0,0,1,0,0,0,0,0,0,20.17202387,0.138,7.19,,0,34.8,619,0.06732,5275,574.228
2014,0,0,0,1,0,0,0,0,0,0,20.17202387,,5.94,,,,,0.06732,5234,574.228
2014,0,0,0,1,0,0,0,0,0,0,20.17202387,0.138,7.19,,0,34.8,619,0.06732,5275,574.228
2014,0,0,0,1,0,0,0,0,0,0,20.17202387,0.138,7.19,,0,34.8,619,0.06732,5275,574.228
2016,0,0,0,1,0,0,0,0,0,0,,,2.516,,,175.85,,,6206,1596.8
2016,0,0,0,1,0,0,0,0,0,0,16.8601286,0.1246,1.67,,0,80.9,765,0.01569,6205,1596.8
2016,0,0,0,1,0,0,0,0,0,0,16.8601286,0.1246,1.67,,0,80.9,765,0.01569,6205,1596.8
2016,0,0,0,1,0,0,0,0,0,0,16.8600805,,,,,,,,6163,1596.8
2016,0,0,0,1,0,0,0,0,0,0,16.8601286,,1.99,,,,,0.01569,6077,1596.8
2016,0,0,0,1,0,0,0,0,0,0,16.85976251,,,,,,,,6163,1596.8
2016,0,0,0,1,0,0,0,0,0,0,16.8600805,0.1246,1.71,,0,80.9,765,0.01609,6205,1596.8
2016,0,0,0,1,0,0,0,0,0,0,16.85818,0.134,1.77,,0,,780,0.0152,6264,1596.8
2016,0,0,0,1,0,0,0,0,0,0,16.8601286,0.1246,1.67,,0,80.9,765,0.01569,6205,1596.8
2016,0,0,0,1,0,0,0,0,0,0,16.85983142,,,,,,,,6163,1596.8
2016,0,0,0,1,0,0,0,0,0,0,4.89336495,,,,,,,,6495.28,938.417
2016,0,0,0,1,0,0,0,0,0,0,4.89332736,,,,,,,,6495.28,938.417
2016,0,0,0,1,0,0,0,0,0,0,4.893489,0.061,1.41,,0,,1264,0.01032,6333,938.417
2016,0,0,0,1,0,0,0,0,0,0,4.89336495,0.0621,1.6,,0,842.45,1374,0.0109,6688,938.417
2016,0,0,0,1,0,0,0,0,0,0,4.89337519,0.0621,1.57,,0,803.93,1358,0.01088,6680,938.417
2016,0,0,0,1,0,0,0,0,0,0,4.89337519,0.0621,1.57,,0,803.93,1358,0.01088,6680,938.417
2016,0,0,0,1,0,0,0,0,0,0,,,1.59,,,831.14,,,6689,938.417
2016,0,0,0,1,0,0,0,0,0,0,4.89337519,0.0621,1.57,,0,803.93,1358,0.01088,6680,938.417
2016,0,0,0,1,0,0,0,0,0,0,4.89337519,,1.57,,,,,0.01088,6176,938.417
2016,0,0,0,1,0,0,0,0,0,0,4.89343316,,,,,,,,6495.28,938.417
2016,0,0,0,1,0,0,0,0,0,0,11.17394617,0.0981,2.05,,0,94.84,796,0.02056,5911,1545.39
2016,0,0,0,1,0,0,0,0,0,0,11.17397251,,,,,,,,5847,1545.39
2016,0,0,0,1,0,0,0,0,0,0,,,2.357,,,197.88,,,5924,1545.39
2016,0,0,0,1,0,0,0,0,0,0,11.1736,0.098,1.55,,0,,790,0.0157,5900,1545.39
2016,0,0,0,1,0,0,0,0,0,0,11.17394617,,2.41,,,,,0.02056,5924,1545.39
2016,0,0,0,1,0,0,0,0,0,0,11.17394617,0.0981,2.05,,0,94.84,796,0.02056,5911,1545.39
2016,0,0,0,1,0,0,0,0,0,0,11.17394617,0.0981,2.05,,0,94.84,796,0.02056,5911,1545.39
2016,0,0,0,1,0,0,0,0,0,0,11.17392077,0.0981,1.64,,0,94.84,796,0.01644,5911,1545.39
2016,0,0,0,1,0,0,0,0,0,0,11.17392077,,,,,,,,5847,1545.39
2016,0,0,0,1,0,0,0,0,0,0,28.50597485,,,,,,,,5494,1919.19
2016,0,0,0,1,0,0,0,0,0,0,28.5057189,0.1793,2.43,,0,22.43,555,0.02557,5712,1919.19
2016,0,0,0,1,0,0,0,0,0,0,28.5057189,0.1793,2.43,,0,22.43,555,0.02557,5712,1919.19
2016,0,0,0,1,0,0,0,0,0,0,28.5057189,0.1793,2.43,,0,22.43,555,0.02557,5712,1919.19
2016,0,0,0,1,0,0,0,0,0,0,,,4.222,,,61.66,,,5710,1919.19
2016,0,0,0,1,0,0,0,0,0,0,28.5057217,,,,,,,,5494,1919.19
2016,0,0,0,1,0,0,0,0,0,0,28.50273,0.178,3,,0,,556,0.0314,5688,1919.19
2016,0,0,0,1,0,0,0,0,0,0,28.5057217,0.1793,2.55,,0,22.43,555,0.02679,5712,1919.19
2016,0,0,0,1,0,0,0,0,0,0,28.5057189,,2.82,,,,,0.02557,5765,1919.19
2016,0,0,0,1,0,0,0,0,0,0,28.50615646,,,,,,,,5494,1919.19
2016,0,0,0,1,0,0,0,0,0,0,53.59887191,,,,,,,,5922,1157.84
2016,0,0,0,1,0,0,0,0,0,0,53.59889507,,,,,,,,5922,1157.84
2016,0,0,0,1,0,0,0,0,0,0,53.5991044,0.2863,2.57,,0,18.54,529,0.02282,6319,1157.84
2016,0,0,0,1,0,0,0,0,0,0,53.5991044,,2.68,,,,,0.02282,5983,1157.84
2016,0,0,0,1,0,0,0,0,0,0,53.5991459,,,,,,,,5922,1157.84
2016,0,0,0,1,0,0,0,0,0,0,53.5991459,0.2863,2.49,,0,18.54,529,0.02212,6319,1157.84
2016,0,0,0,1,0,0,0,0,0,0,53.59923,0.291,2.8,,0,,536,0.0236,6322,1157.84
2016,0,0,0,1,0,0,0,0,0,0,53.5991044,0.2863,2.57,,0,18.54,529,0.02282,6319,1157.84
2016,0,0,0,1,0,0,0,0,0,0,,,2.455,,,18.04,,,6319,1157.84
2016,0,0,0,1,0,0,0,0,0,0,53.5991044,0.2863,2.57,,0,18.54,529,0.02282,6319,1157.84
2016,0,0,0,1,0,0,0,0,0,0,104.3508195,,,,,,,,5867,459.273
2016,0,0,0,1,0,0,0,0,0,0,104.3519624,,,,,,,,5867,459.273
2016,0,0,0,1,0,0,0,0,0,0,104.3518976,,1.33,,,,,0.01395,5622,459.273
2016,0,0,0,1,0,0,0,0,0,0,104.3519624,0.4297,1.39,,0,3.74,355,0.01465,5650,459.273
2016,0,0,0,1,0,0,0,0,0,0,104.3518976,0.4425,1.44,,0,4.46,371,0.01395,5754,459.273
2016,0,0,0,1,0,0,0,0,0,0,104.3518976,0.4425,1.44,,0,4.46,371,0.01395,5754,459.273
2016,0,0,0,1,0,0,0,0,0,0,,,2.187,,,9.31,,,5657,459.273
2016,0,0,0,1,0,0,0,0,0,0,,,2.438,,,85.39,,,5975,1337.25
2016,0,0,0,1,0,0,0,0,0,0,16.07677,0.125,2.1,,0,,703,0.0217,5916,1337.25
2016,0,0,0,1,0,0,0,0,0,0,16.07677615,0.1281,2.36,,0,64.75,723,0.02222,5957,1337.25
2016,0,0,0,1,0,0,0,0,0,0,16.07677615,,2.23,,,,,0.02222,5635,1337.25
2016,0,0,0,1,0,0,0,0,0,0,16.07673148,,,,,,,,5466.11,1337.25
2016,0,0,0,1,0,0,0,0,0,0,16.07673148,0.1281,2.14,,0,64.75,724,0.02017,5957,1337.25
2016,0,0,0,1,0,0,0,0,0,0,16.07671404,,,,,,,,5466.11,1337.25
2016,0,0,0,1,0,0,0,0,0,0,16.07677615,0.1281,2.36,,0,64.75,723,0.02222,5957,1337.25
2016,0,0,0,1,0,0,0,0,0,0,16.07677615,0.1281,2.36,,0,64.75,723,0.02222,5957,1337.25
2016,0,0,0,1,0,0,0,0,0,0,,,3.016,,,72.96,,,6105,1020.53
2016,0,0,0,1,0,0,0,0,0,0,18.87064068,0.1401,2.33,,0,56.97,701,0.02244,6103,1020.53
2016,0,0,0,1,0,0,0,0,0,0,18.87060067,,,,,,,,5882,1020.53
2016,0,0,0,1,0,0,0,0,0,0,18.87058705,,,,,,,,5882,1020.53
2016,0,0,0,1,0,0,0,0,0,0,18.87058705,0.1401,2.67,,0,56.97,701,0.02577,6103,1020.53
2016,0,0,0,1,0,0,0,0,0,0,18.87064068,0.1401,2.33,,0,56.97,701,0.02244,6103,1020.53
2016,0,0,0,1,0,0,0,0,0,0,18.87064068,0.1401,2.33,,0,56.97,701,0.02244,6103,1020.53
