hostname,default_flag,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,sy_dist
TOI-561,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.446573,0.01064,1.45,2480,85.799
TOI-561,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.446578,0.01055,1.423,,85.799
TOI-561,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.44656943,,1.371,2075,85.799
TOI-561,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.77892,0.0888,2.9,860,85.799
TOI-561,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.7787735,,2.74,815,85.799
TOI-561,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.779,0.08809,2.878,,85.799
TOI-561,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),25.62,0.1569,2.53,,85.799
TOI-561,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),77.23,0.3274,2.67,,85.799
TOI-561,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.287,0.1174,2.32,750,85.799
TOI-561,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.35738526,,2.156,625,85.799
TOI-564,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.65114706,,7.975,1574,199.581
TOI-564,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.651144,0.02734,11.433,1714,199.581
TOI-620,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),5.0988179,0.04825,3.76,604,33.0231
TOI-620,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),5.09883061,,2.926,538,33.0231
TOI-628,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.4076,,12.134,1586,178.68
TOI-628,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.4095675,0.0486,11.882,1586,178.68
TOI-640,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),5.00377538,,19.93,1643,341.997
TOI-640,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),5.0037775,0.06608,19.851,1749,341.997
TOI-674,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.977143,0.025,5.25,635,46.0851
TOI-674,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.97716367,,5.057,644,46.0851
TOI-677,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),11.23660493,,12.988,960,141.812
TOI-677,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),11.2366,0.1038,13.115,1252,141.812
TOI-677,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),11.236697,,,,141.812
TOI-700,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),9.97701,0.0637,1.01,,31.1265
TOI-700,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),9.977219,0.0677,0.914,,31.1265
TOI-700,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),9.97702,0.0677,1.037,417,31.1265
TOI-700,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),9.97731345,,0.971,384,31.1265
TOI-700,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.05114065,,2.602,328,31.1265
TOI-700,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.05111,0.0929,2.65,356,31.1265
TOI-700,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.051137,0.0929,2.6,,31.1265
TOI-700,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.051098,0.0925,2.63,,31.1265
TOI-700,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),37.426,0.163,1.19,,31.1265
TOI-700,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),37.42396,0.1633,1.073,,31.1265
TOI-700,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),37.42475,0.1633,1.144,269,31.1265
TOI-700,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),37.42433658,,1.145,247,31.1265
TOI-700,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),27.80978,0.134,0.953,,31.1265
TOI-700,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),27.8093715,,0.954,273,31.1265
TOI-712,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.5313851,,2.105,496,58.6212
TOI-712,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.531361,0.07928,2.049,650,58.6212
TOI-712,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),51.69906,0.2447,2.701,370,58.6212
TOI-712,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),51.6992365,,2.41,337,58.6212
TOI-712,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),84.8403392,,1.815,277,58.6212
TOI-712,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),84.8396,0.3405,2.474,314,58.6212
TOI-763,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.60244775,,2.417,938,95.1274
TOI-763,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.6057,0.06,2.28,1038,95.1274
TOI-763,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),12.2737,0.1011,2.63,800,95.1274
TOI-763,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),12.27730618,,3.073,722,95.1274
TOI-776,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.24661,0.0652,1.85,514,27.1701
TOI-776,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.2466495,,1.539,535,27.1701
TOI-776,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),15.66531838,,1.923,383,27.1701
TOI-776,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),15.6653,0.1,2.02,415,27.1701
TOI-813,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),83.89675274,,7.178,595,263.145
TOI-813,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),83.8911,0.423,6.71,610,263.145
TOI-824,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.392975,,3.05,1149,63.9262
TOI-824,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.392978,0.02177,2.926,1253,63.9262
TOI-824,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.39298,,,,63.9262
TOI-833,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.0418777,0.0171,1.27,1118,41.7148
TOI-833,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.04189085,,1.352,1034,41.7148
TOI-837,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.324876,,,,142.488
TOI-837,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.3248762,,8.631,,142.488
TOI-837,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.3249309,,7.6,907,142.488
TOI-849,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.76566,,3.541,1932,225.734
TOI-849,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.76552414,0.01598,3.444,,225.734
TOI-892,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.626562,,,,340.543
TOI-892,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.6265837,,12.034,1361,340.543
TOI-892,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.62656,0.092,11.994,1397,340.543
TOI-905,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.739494,0.04666,13.126,1192,158.649
TOI-905,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.73956877,,14.008,1106,158.649
TOI-905,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.739493,,,,158.649
TOI-942,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.32419,0.04796,4.81,,152.601
TOI-942,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.3263,0.0498,4.242,,152.601
TOI-942,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.32765,,3.52,1120,152.601
TOI-942,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.15643,0.0847,5.79,,152.601
TOI-942,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.1605,0.088,4.793,,152.601
TOI-954,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.6849729,,,,238.768
TOI-954,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.68497,,9.055,1659,238.768
TOI-954,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.6849729,0.04963,9.55,1526,238.768
TOI-969,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.8237305,0.02636,2.765,941,77.2554
TOI-969,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.8237371,,3.65,1002,77.2554
TOI-969,1,Radial Velocity,2022,Multiple Observatories,1700,2.52,,96,77.2554
TRAPPIST-1,0,Transit,2016,La Silla Observatory,1.51087081,0.01111,1.086,400,
TRAPPIST-1,0,Transit,2016,La Silla Observatory,1.510848,0.01111,1.113,400,
TRAPPIST-1,1,Transit,2016,La Silla Observatory,1.510826,0.01154,1.116,,
TRAPPIST-1,0,Transit,2016,La Silla Observatory,,,,366,
TRAPPIST-1,0,Transit,2016,La Silla Observatory,1.51088432,0.011534,,398,
TRAPPIST-1,0,Transit,2016,La Silla Observatory,,0.011548,1.121,,
TRAPPIST-1,0,Transit,2016,La Silla Observatory,,0.015815,1.095,,
TRAPPIST-1,0,Transit,2016,La Silla Observatory,,,,315,
TRAPPIST-1,0,Transit,2016,La Silla Observatory,2.42179346,0.01579,,340,
TRAPPIST-1,1,Transit,2016,La Silla Observatory,2.421937,0.0158,1.097,,
TRAPPIST-1,0,Transit,2016,La Silla Observatory,2.4218233,0.01521,1.056,342,
TRAPPIST-1,0,Transit,2016,La Silla Observatory,2.421848,0.01522,1.049,342,
TRAPPIST-1,0,Transit,2016,La Silla Observatory,4.04978035,0.02226,,286,
TRAPPIST-1,1,Transit,2016,La Silla Observatory,4.049219,0.02227,0.788,,
TRAPPIST-1,0,Transit,2016,La Silla Observatory,4.04961,0.02144,0.772,288,
TRAPPIST-1,0,Transit,2016,La Silla Observatory,,0.02228,0.784,,
TRAPPIST-1,0,Transit,2017,Multiple Observatories,6.099615,0.02817,0.918,251,
TRAPPIST-1,0,Transit,2017,Multiple Observatories,,0.029283,0.91,,
TRAPPIST-1,1,Transit,2017,Multiple Observatories,6.101013,0.02925,0.92,,
TRAPPIST-1,0,Transit,2017,Multiple Observatories,6.09956479,0.02924,,250,
TRAPPIST-1,0,Transit,2017,Multiple Observatories,,0.038534,1.046,,
TRAPPIST-1,1,Transit,2017,Multiple Observatories,9.20754,0.03849,1.045,,
TRAPPIST-1,0,Transit,2017,Multiple Observatories,9.20659399,0.038774,,218,
TRAPPIST-1,0,Transit,2017,Multiple Observatories,9.20669,0.0371,1.045,219,
TRAPPIST-1,0,Transit,2017,Multiple Observatories,12.3535557,0.046815,,197,
TRAPPIST-1,0,Transit,2017,Multiple Observatories,,0.046877,1.148,,
TRAPPIST-1,1,Transit,2017,Multiple Observatories,12.352446,0.04683,1.129,,
TRAPPIST-1,0,Transit,2017,Multiple Observatories,12.35294,0.0451,1.127,199,
TRAPPIST-1,0,Transit,2017,Multiple Observatories,,0.061935,0.773,,
TRAPPIST-1,1,Transit,2017,Multiple Observatories,18.772866,0.06189,0.755,,
TRAPPIST-1,0,Transit,2017,Multiple Observatories,18.767,,0.752,173,
TRAPPIST-1,0,Transit,2017,Multiple Observatories,20,0.063,0.755,168,
TRAPPIST-1,0,Transit,2017,Multiple Observatories,18.7672745,0.061866,,172,
TYC 0434-04538-1,1,Radial Velocity,2021,Multiple Observatories,193.2,0.66,,,613.422
TYC 1422-614-1,1,Radial Velocity,2014,Multiple Observatories,198.4,0.69,,,672.41
TYC 1422-614-1,1,Radial Velocity,2014,Multiple Observatories,559.3,1.37,,,672.41
TYC 2187-512-1,1,Radial Velocity,2022,Calar Alto Observatory,691.9,1.22,,,15.4744
TYC 3318-01333-1,1,Radial Velocity,2018,Multiple Observatories,562,1.414,,,490.61
TYC 3667-1280-1,1,Radial Velocity,2016,McDonald Observatory,26.468,0.21,,1350,477.516
TYC 4282-00605-1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,101.54,0.422,,,464.128
TYC 8998-760-1,1,Imaging,2020,Paranal Observatory,,162,,,94.6177
TYC 8998-760-1,0,Imaging,2020,Paranal Observatory,,,,,94.6177
TYC 8998-760-1,1,Imaging,2020,Paranal Observatory,,320,12.33,1240,94.6177
TYC 8998-760-1,0,Imaging,2020,Paranal Observatory,,,,,94.6177
Teegarden's Star,1,Radial Velocity,2019,Calar Alto Observatory,4.91,0.0252,,,3.83078
Teegarden's Star,1,Radial Velocity,2019,Calar Alto Observatory,11.409,0.0443,,,3.83078
TrES-1,0,Transit,2004,TrES,3.030065,0.03925,11.96,1140,159.658
TrES-1,0,Transit,2004,TrES,3.0300737,,,,159.658
TrES-1,0,Transit,2004,TrES,3.0300722,,,,159.658
TrES-1,0,Transit,2004,TrES,3.0300737,,12.117,,159.658
TrES-1,0,Transit,2004,TrES,3.03006973,,,,159.658
TrES-1,0,Transit,2004,TrES,3.03006973,0.03926,11.96,,159.658
TrES-1,0,Transit,2004,TrES,3.03006778,,12.714,1077,159.658
TrES-1,0,Transit,2004,TrES,3.0300728,,,,159.658
TrES-1,1,Transit,2004,TrES,3.03007,,12.666,,159.658
TrES-1,0,Transit,2004,TrES,3.0300728,0.03946,12.319,1147,159.658
TrES-1,0,Transit,2004,TrES,3.03007008,,,,159.658
TrES-1,0,Transit,2004,TrES,3.030065,0.0393,12.11,,159.658
TrES-1,0,Transit,2004,TrES,3.03006977,,,,159.658
TrES-2,0,Transit,2006,TrES,2.47061339,0.035,12.85,1344,215.32
TrES-2,0,Transit,2006,TrES,2.47063,0.0367,13.899,,215.32
TrES-2,0,Transit,2006,TrES,2.4706134,,,,215.32
TrES-2,0,Transit,2006,TrES,2.4706101,,,,215.32
TrES-2,0,Transit,2006,TrES,2.47061338,,,,215.32
TrES-2,1,Transit,2006,TrES,2.47063,,15.244,,215.32
TrES-2,0,Transit,2006,TrES,2.4706132,0.03503,13.025,,215.32
TrES-2,0,Transit,2006,TrES,2.47061317,0.036,14.4,1394,215.32
TrES-2,0,Transit,2006,TrES,2.47061317,0.0367,13.978,1470,215.32
TrES-2,0,Transit,2006,TrES,2.47061337,0.03557,13.72,,215.32
TrES-2,0,Transit,2006,TrES,2.4706132,0.0367,13.955,1472,215.32
TrES-2,0,Transit,2006,TrES,,,14.186,,215.32
TrES-2,0,Transit,2006,TrES,2.470621,,13.697,,215.32
TrES-2,0,Transit,2006,TrES,2.47063,0.03556,14.258,,215.32
TrES-2,0,Transit,2006,TrES,2.47061373,,,,215.32
TrES-2,0,Transit,2006,TrES,2.47061437,,13.776,1466,215.32
TrES-2,0,Transit,2006,TrES,2.47061339,0.035,12.85,1344,215.32
TrES-2,0,Transit,2006,TrES,2.47061338,,,,215.32
TrES-2,0,Transit,2006,TrES,2.47061337,0.03555,13.328,1455,215.32
TrES-2,0,Transit,2006,TrES,2.47061339,,13.12,,215.32
TrES-2,0,Transit,2006,TrES,2.47061339,0.035,12.85,1344,215.32
TrES-2,0,Transit,2006,TrES,2.47061371,,13.649,1364,215.32
TrES-2,0,Transit,2006,TrES,2.47061892,0.03563,13.305,,215.32
TrES-2,0,Transit,2006,TrES,2.47061338,0.0354,13.04,1339,215.32
TrES-2,0,Transit,2006,TrES,2.4706101,0.03635,14.135,1467,215.32
TrES-2,0,Transit,2006,TrES,2.47063,0.03558,13.72,1498,215.32
TrES-2,0,Transit,2006,TrES,,,13.675,,215.32
TrES-2,0,Transit,2006,TrES,2.470621,,13.675,,215.32
TrES-2,0,Transit,2006,TrES,,,,,215.32
TrES-2,0,Transit,2006,TrES,2.47061344,,13.103,,215.32
TrES-2,0,Transit,2006,TrES,2.47061323,0.03567,13.372,1466,215.32
TrES-2,0,Transit,2006,TrES,2.4706135,,,,215.32
TrES-3,0,Transit,2007,TrES,1.306186,0.02282,,,231.337
TrES-3,0,Transit,2007,TrES,1.30618608,,14.796,,231.337
TrES-3,0,Transit,2007,TrES,1.3061858,,,,231.337
TrES-3,0,Transit,2007,TrES,1.30618639,,,,231.337
TrES-3,0,Transit,2007,TrES,1.30618648,0.02284,14.975,,231.337
TrES-3,0,Transit,2007,TrES,1.306187,0.02276,14.684,1638,231.337
TrES-3,0,Transit,2007,TrES,1.30618619,,,,231.337
TrES-3,1,Transit,2007,TrES,1.30618581,0.02282,14.975,,231.337
TrES-3,0,Transit,2007,TrES,1.30619,0.0226,14.516,,231.337
TrES-3,0,Transit,2007,TrES,,,,,231.337
TrES-3,0,Transit,2007,TrES,1.3061864,0.02283,14.628,1630,231.337
TrES-3,0,Transit,2007,TrES,1.30619,0.02272,14.706,1623,231.337
TrES-3,0,Transit,2007,TrES,1.30618628,,,,231.337
TrES-3,0,Transit,2007,TrES,1.30618627,,,,231.337
TrES-3,0,Transit,2007,TrES,1.30619229,,15.235,1443,231.337
TrES-4,1,Transit,2007,TrES,3.55395,,18.046,,515.98
TrES-4,0,Transit,2007,TrES,,,,,515.98
TrES-4,0,Transit,2007,TrES,3.553945,0.05105,19.986,,515.98
TrES-4,0,Transit,2007,TrES,3.5539246,0.05084,19.123,1778,515.98
TrES-4,0,Transit,2007,TrES,3.5539336,,20.072,1465,515.98
TrES-4,0,Transit,2007,TrES,3.553945,0.05092,19.627,1785,515.98
TrES-4,0,Transit,2007,TrES,3.55392921,,,,515.98
TrES-4,0,Transit,2007,TrES,3.553945,0.05091,20.165,,515.98
TrES-4,0,Transit,2007,TrES,3.553945,,,,515.98
TrES-4,0,Transit,2007,TrES,3.5539266,,,,515.98
TrES-4,0,Transit,2007,TrES,3.553945,0.04965,20.288,1861,515.98
TrES-4,0,Transit,2007,TrES,3.55392771,0.05159,20.602,,515.98
TrES-4,0,Transit,2007,TrES,3.55392771,0.0516,20.602,1795,515.98
TrES-4,0,Transit,2007,TrES,3.5539268,0.0502,19.448,1805,515.98
TrES-5,0,Transit,2011,TrES,1.4822464,,,,360.313
TrES-5,0,Transit,2011,TrES,1.48224718,,,,360.313
TrES-5,1,Transit,2011,TrES,1.48224686,0.02459,13.384,1480,360.313
TrES-5,0,Transit,2011,TrES,1.4822451,,14.064,1278,360.313
TrES-5,0,Transit,2011,TrES,1.4822446,0.02452,13.552,,360.313
TrES-5,0,Transit,2011,TrES,1.48224754,0.0245,13.484,,360.313
TrES-5,0,Transit,2011,TrES,1.4822446,0.02446,13.552,,360.313
UKIRT-2017-BLG-001L,1,Microlensing,2018,Mauna Kea Observatory,,4.18,,,6300
USco CTIO 108,1,Imaging,2008,Teide Observatory,,670,,,144.019
USco1556 A,1,Imaging,2019,Multiple Observatories,,3500,,2240,140.635
USco1621 A,1,Imaging,2019,Multiple Observatories,,2880,,2270,137.901
UZ For,1,Eclipse Timing Variations,2011,Multiple Observatories,5840,5.9,,,
UZ For,1,Eclipse Timing Variations,2011,Multiple Observatories,1916.25,2.8,,,
V0391 Peg,1,Pulsation Timing Variations,2007,Multiple Observatories,1170,1.7,,,1195.98
V1298 Tau,0,Transit,2019,K2,24.13861,0.1687,10.22,668,108.199
V1298 Tau,1,Transit,2019,K2,24.1396,0.1688,10.27,677,108.199
V1298 Tau,1,Transit,2019,K2,8.24958,0.0825,5.59,968,108.199
V1298 Tau,1,Transit,2019,K2,12.4032,0.1083,6.41,845,108.199
V1298 Tau,1,Transit,2019,K2,60,0.308,8.74,492,108.199
V830 Tau,0,Radial Velocity,2016,Multiple Observatories,4.93,0.057,,,130.111
V830 Tau,1,Radial Velocity,2016,Multiple Observatories,4.927,0.057,,,130.111
VHS J125601.92-125723.9,0,Imaging,2015,Paranal Observatory,,,,,
VHS J125601.92-125723.9,0,Imaging,2015,Paranal Observatory,,,,,
VHS J125601.92-125723.9,1,Imaging,2015,Paranal Observatory,,102,,,
WASP-1,0,Transit,2007,SuperWASP,,,,,393.072
WASP-1,0,Transit,2007,SuperWASP,2.5199464,0.0392,16.735,1830,393.072
WASP-1,0,Transit,2007,SuperWASP,2.51994529,0.03889,16.242,1812,393.072
WASP-1,0,Transit,2007,SuperWASP,2.519961,0.03957,16.97,1811,393.072
WASP-1,0,Transit,2007,SuperWASP,2.5199449,,16.97,,393.072
WASP-1,0,Transit,2007,SuperWASP,2.51991456,,17.7,1731,393.072
WASP-1,1,Transit,2007,SuperWASP,2.5199454,0.03889,16.623,,393.072
WASP-1,0,Transit,2007,SuperWASP,2.5199448,0.03958,16.97,,393.072
WASP-1,0,Transit,2007,SuperWASP,2.51995,0.0382,21.633,,393.072
WASP-1,0,Transit,2007,SuperWASP,2.51994713,,,,393.072
WASP-1,0,Transit,2007,SuperWASP,2.51994639,,,,393.072
WASP-1,0,Transit,2007,SuperWASP,2.519961,0.03898,16.634,1800,393.072
WASP-10,0,Transit,2008,SuperWASP,3.1,0.038,12.3,950,140.998
WASP-10,0,Transit,2008,SuperWASP,3.09272888,,,,140.998
WASP-10,1,Transit,2008,SuperWASP,3.0927616,0.03781,12.106,1370,140.998
WASP-10,0,Transit,2008,SuperWASP,3.0927616,0.0378,11.96,972,140.998
WASP-10,0,Transit,2008,SuperWASP,3.0927636,0.0369,14.348,,140.998
WASP-10,0,Transit,2008,SuperWASP,3.09272932,0.0378,11.96,,140.998
WASP-10,0,Transit,2008,SuperWASP,3.09272826,,,,140.998
WASP-10,0,Transit,2008,SuperWASP,3.0927295,,,,140.998
WASP-10,0,Transit,2008,SuperWASP,3.09275954,,12.647,926,140.998
WASP-10,0,Transit,2008,SuperWASP,,,,,140.998
WASP-100,0,Transit,2014,SuperWASP,2.849383,,,,364.411
WASP-100,0,Transit,2014,SuperWASP,2.84938206,,,,364.411
WASP-100,0,Transit,2014,SuperWASP,2.849375,,18.943,,364.411
WASP-100,0,Transit,2014,SuperWASP,2.8493819,,,,364.411
WASP-100,0,Transit,2014,SuperWASP,2.849375,0.04574,18.943,,364.411
WASP-100,0,Transit,2014,SuperWASP,2.8493824,,16.415,2195,364.411
WASP-100,1,Transit,2014,SuperWASP,2.84938,,14.908,,364.411
WASP-100,0,Transit,2014,SuperWASP,2.849375,0.0457,18.94,2190,364.411
WASP-101,0,Transit,2014,SuperWASP,3.5857072,,,,201.224
WASP-101,0,Transit,2014,SuperWASP,3.5857074,,,,201.224
WASP-101,0,Transit,2014,SuperWASP,3.585722,0.0506,15.8,1560,201.224
WASP-101,0,Transit,2014,SuperWASP,3.58570705,,,,201.224
WASP-101,0,Transit,2014,SuperWASP,3.585722,0.05057,15.805,,201.224
WASP-101,0,Transit,2014,SuperWASP,3.58570761,,15.853,1465,201.224
WASP-101,1,Transit,2014,SuperWASP,3.58572,,16.029,,201.224
WASP-103,0,Transit,2014,SuperWASP,0.92554544,,,,375.647
WASP-103,0,Transit,2014,SuperWASP,0.92554542,,,,375.647
WASP-103,1,Transit,2014,SuperWASP,0.925542,0.01985,17.127,2508,375.647
WASP-103,0,Transit,2014,SuperWASP,0.9255456,0.01987,17.127,,375.647
WASP-103,0,Transit,2014,SuperWASP,,0.01979,18.45,2489,375.647
WASP-103,0,Transit,2014,SuperWASP,0.925542,0.01985,17.127,,375.647
WASP-104,0,Transit,2014,SuperWASP,1.7554137,0.0292,12.745,,185.932
WASP-104,0,Transit,2014,SuperWASP,1.75542854,,12.623,1384,185.932
WASP-104,1,Transit,2014,SuperWASP,1.7554137,0.02918,12.745,1516,185.932
WASP-104,0,Transit,2014,SuperWASP,1.75540569,,,,185.932
WASP-104,0,Transit,2014,SuperWASP,1.755406,,,,185.932
WASP-105,1,Transit,2017,SuperWASP-South,7.87288,0.075,10.761,900,169.272
WASP-105,0,Transit,2017,SuperWASP-South,7.87289368,,15.095,916,169.272
WASP-105,0,Transit,2017,SuperWASP-South,7.8728848,,,,169.272
WASP-105,0,Transit,2017,SuperWASP-South,7.872895,,,,169.272
WASP-106,0,Transit,2014,SuperWASP,9.289715,0.0917,12.162,,352.181
WASP-106,0,Transit,2014,SuperWASP,9.2896818,,12.124,1174,352.181
WASP-106,0,Transit,2014,SuperWASP,9.2897065,,,,352.181
WASP-106,0,Transit,2014,SuperWASP,9.289715,0.0917,12.162,1140,352.181
WASP-106,1,Transit,2014,SuperWASP,9.28971,,11.433,,352.181
WASP-106,0,Transit,2014,SuperWASP,9.2897099,,,,352.181
WASP-107,0,Transit,2017,SuperWASP-South,5.721488,,,,64.7414
WASP-107,0,Transit,2017,SuperWASP-South,5.72149242,0.0553,10.357,736,64.7414
WASP-107,0,Transit,2017,SuperWASP-South,,,,,64.7414
WASP-107,0,Transit,2017,SuperWASP-South,5.72226,,12.843,687,64.7414
WASP-107,1,Transit,2017,SuperWASP-South,5.7214742,,,,64.7414
WASP-107,0,Transit,2017,SuperWASP-South,5.72149,0.055,10.536,770,64.7414
WASP-107,0,Transit,2017,SuperWASP-South,5.7214742,0.0558,10.626,,64.7414
WASP-107,0,Transit,2017,SuperWASP-South,5.7214904,,,,64.7414
WASP-107,1,Radial Velocity,2020,Multiple Observatories,1088,,,,64.7414
WASP-11,0,Transit,2008,SuperWASP,3.7224747,0.0435,11.265,,124.73
WASP-11,0,Transit,2008,SuperWASP,3.72247896,,,,124.73
WASP-11,0,Transit,2008,SuperWASP,,,,,124.73
WASP-11,0,Transit,2008,SuperWASP,3.72247967,0.04375,11.097,992,124.73
WASP-11,1,Transit,2008,SuperWASP,3.72247,,12.442,,124.73
WASP-11,0,Transit,2008,SuperWASP,3.7226557,,11.451,941,124.73
WASP-11,0,Transit,2008,SuperWASP,3.722465,0.043,10.2,960,124.73
WASP-11,0,Transit,2008,SuperWASP,3.722479,,,,124.73
WASP-11,0,Transit,2008,SuperWASP,3.7224793,0.04376,11.097,,124.73
WASP-110,1,Transit,2021,Paranal Observatory,3.77840121,,13.877,,274.96
WASP-110,0,Transit,2021,Paranal Observatory,3.77840085,,,,274.96
WASP-113,1,Transit,2016,SuperWASP-North,4.54216875,0.05885,15.793,1496,435.156
WASP-113,0,Transit,2016,SuperWASP-North,4.5421594,,17.382,1491,435.156
WASP-113,0,Transit,2016,SuperWASP-North,4.5421687,,,,435.156
WASP-113,0,Transit,2016,SuperWASP-North,4.54217,,,,435.156
WASP-113,0,Transit,2016,SuperWASP-North,4.5421669,,,,435.156
WASP-114,0,Transit,2016,SuperWASP-North,1.5487752,,,,523.337
WASP-114,0,Transit,2016,SuperWASP-North,1.54877747,,,,523.337
WASP-114,0,Transit,2016,SuperWASP-North,1.54872452,,14.506,1884,523.337
WASP-114,1,Transit,2016,SuperWASP-North,1.5487743,0.02851,15.009,2043,523.337
WASP-117,0,Transit,2014,SuperWASP,10.0205929,,,,157.963
WASP-117,1,Transit,2014,SuperWASP,10.02165,,11.882,,157.963
WASP-117,0,Transit,2014,SuperWASP,10.0205927,,,,157.963
WASP-117,0,Transit,2014,SuperWASP,10.02059978,,11.768,973,157.963
WASP-117,0,Transit,2014,SuperWASP,10.02165,0.09459,11.444,1001,157.963
WASP-117,0,Transit,2014,SuperWASP,10.02165,0.09464,11.444,,157.963
WASP-117,0,Transit,2014,SuperWASP,10.020607,,,,157.963
WASP-118,0,Transit,2016,SuperWASP,4.0460496,,,,376.658
WASP-118,0,Transit,2016,SuperWASP,4.0460407,0.0545,15.625,1753,376.658
WASP-118,0,Transit,2016,SuperWASP,4.046005,,12,,376.658
WASP-118,0,Transit,2016,SuperWASP,4.04606565,,16.062,1748,376.658
WASP-118,0,Transit,2016,SuperWASP,4.0460654,0.05356,14.94,,376.658
